OBJECTID,Neighborhood_2010_FID_BlockG,Neighborhood_2010_STATEFP10,Neighborhood_2010_COUNTYFP10,Neighborhood_2010_TRACTCE10,Neighborhood_2010_BLKGRPCE10,Neighborhood_2010_GEOID10,Neighborhood_2010_NAMELSAD10,Neighborhood_2010_MTFCC10,Neighborhood_2010_FUNCSTAT10,Neighborhood_2010_ALAND10,Neighborhood_2010_AWATER10,Neighborhood_2010_INTPTLAT10,Neighborhood_2010_INTPTLON10,Neighborhood_2010_Shape_Leng,Neighborhood_2010_FID_Neighb,Neighborhood_2010_AREA,Neighborhood_2010_PERIMETER,Neighborhood_2010_NEIGHBOR_,Neighborhood_2010_NEIGHBOR_I,Neighborhood_2010_HOOD,Neighborhood_2010_HOOD_NO,Neighborhood_2010_ACRES,Neighborhood_2010_SQMILES,Neighborhood_2010_DPWDIV,Neighborhood_2010_UNIQUE_ID,Neighborhood_2010_SECTORS,Neighborhood_2010_Shape_Le_1,Neighborhood_2010_Shape_Ar_1,Neighborhood_2010_Page_Number,SNAP_All_csv_Neighborhood,SNAP_All_csv_Sector__,Pop__1940,Pop__1950,Pop__1960,Pop__1970,Pop__1980,Pop__1990,Pop__2000,Pop__2010,F__Pop__Change__60_70,F__Pop__Change__70_80,F__Pop__Change__80_90,F__Pop__Change__90_00,F__Pop__Change__00_10,Pop__as___of_City_total__2010_,Land_Area__sq__mi_,SNAP_All_csv_Land_Area__acres_,Persons___sq__mi__2010_,Persons___sq__mi__2000_,SNAP_All_csv_Persons___acre__20,SNAP_All_csv_Persons___acre__21,SNAP_All_csv___African_American,SNAP_All_csv___Asian__2010_,SNAP_All_csv___Other__2010_,SNAP_All_csv___White__2010_,SNAP_All_csv___2__Races__2010_,SNAP_All_csv___Hispanic__of_any,F__Pop__Age___5__2010_,F__Pop__Age_5_19__2010_,F__Pop__Age_20_34__2010_,F__Pop__Age_35_59__2010_,F__Pop__Age_60_74__2010_,F__Pop__Age___75__2010_,SNAP_All_csv_Total___Units__200,SNAP_All_csv_Total___Units__201,SNAP_All_csv___Occupied_Units__,SNAP_All_csv___Vacant_Units__20,SNAP_All_csv___Occupied_Units_1,SNAP_All_csv___Owner_Occupied_U,SNAP_All_csv___Renter_Occupied_,Est__Avg__Yrs__of_Residence__20,SNAP_All_csv___Living_in_Househ,SNAP_All_csv___Living_in_Group_,SNAP_All_csv___Units_Built_00_0,SNAP_All_csv___Units_Built_90_9,SNAP_All_csv___Units_Built_80_8,SNAP_All_csv___Units_Built_60_7,SNAP_All_csv___Units_Built_40_5,SNAP_All_csv___Units_Built_befo, SNAP_All_csv_Median_Home_Value_ ,Med__Val____00_in__10_Dollars_,SNAP_All_csv_Median_Home__Value,SNAP_All_csv___Change_Real_Valu,SNAP_All_csv_Median_Sale_Price_,SNAP_All_csv___Sales_Counted__2,SNAP_All_csv_Foreclosures__2008,SNAP_All_csv_Foreclosures__2010,SNAP_All_csv___of_all_Housing_U,Total_Age_16__N_hood_Residents_,SNAP_All_csv_Resident_Jobs__Con,SNAP_All_csv_Resident_Jobs__Man,SNAP_All_csv_Resident_Jobs__Ret,SNAP_All_csv_Resident_Jobs__Tra,SNAP_All_csv_Resident_Jobs__Inf,SNAP_All_csv_Resident_Jobs__Fin,SNAP_All_csv_Resident_Jobs__Pro,SNAP_All_csv_Resident_Jobs__Edu,SNAP_All_csv_Resident_Jobs__Art,SNAP_All_csv_Resident_Jobs__Pub,SNAP_All_csv_Resident_Jobs__Oth,Total___Jobs_Located_in_N_hood_,SNAP_All_csv_Jobs_in__Hood__Con,SNAP_All_csv_Jobs_in__Hood__Man,SNAP_All_csv_Jobs_in__Hood__Ret,SNAP_All_csv_Jobs_in__Hood__Tra,SNAP_All_csv_Jobs_in__Hood__Inf,SNAP_All_csv_Jobs_in__Hood__Fin,SNAP_All_csv_Jobs_in__Hood__Pro,SNAP_All_csv_Jobs_in__Hood__Edu,SNAP_All_csv_Jobs_in__Hood__Art,SNAP_All_csv_Jobs_in__Hood__Pub,SNAP_All_csv_Jobs_in__Hood__Oth,SNAP_All_csv_Total_Pop__25_and_,Edu__Attainment__Less_than_High,Edu__Attainment__High_School_Gr,Edu__Attainment__Assoc__Prof__D,Edu__Attainment__Bachelor_s_Deg,Edu__Attainment__Postgraduate_D,SNAP_All_csv_1999_Median_Income,SNAP_All_csv_2009_Median_Income,SNAP_All_csv_1999_Median_Inco_1,F2009_Med__Income___13_Dollars_,Est__Pop__for_which_Poverty_Cal,Est__Pop__Under_Poverty__2010_,Est__Percent_Under_Poverty__201,SNAP_All_csv__Part_1__Major_Cri,SNAP_All_csv__Part_2_Reports__2,SNAP_All_csv__Other_Police_Repo,SNAP_All_csv_Part_1_Crime_per_1,SNAP_All_csv_Part_2_Crime_per_1,SNAP_All_csv__Murder__2010_,SNAP_All_csv__Rape__2010_,SNAP_All_csv__Robbery__2010_,F_Agr__Assault__2010_,SNAP_All_csv__Burglary__2010_,SNAP_All_csv__Auto_Theft__2010_,SNAP_All_csv__Drug_Violations__,SNAP_All_csv_Land_Area__acres1,Approx__Total___Parcels__2010_,Approx__Total___Taxable_Parcels,Approx____of_Structures__2010_,Approx____Unoccupied_Parcels__2,SNAP_All_csv___Good___Excellent,SNAP_All_csv___Average_Conditio,SNAP_All_csv___Poor___Derelict_,F__Residential_Bldg__Permits__2,F__Residential_Bldg__Permits__3,F__Commercial_Bldg__Permits__20,F__Commercial_Bldg__Permits__21,SNAP_All_csv___Code_Violations_,F__of_all_Bldgs__w__Code_Violat,SNAP_All_csv___Condemned_Struct,F__of_all_Bldgs__Condemned__201,SNAP_All_csv___Demolitions__201,F__Tax_Delinquent_Prop___2__yrs,F__of_Taxable_Prop__Delinquent_,SNAP_All_csv_Landslide_Prone___,SNAP_All_csv_Undermined____land,SNAP_All_csv_Flood_Plain____lan,SNAP_All_csv___Street_Trees,SNAP_All_csv_Park_Space__acres_,SNAP_All_csv_Park_Space____of_l,Park_Space__acres_1000_pers__,SNAP_All_csv_Greenway____of_lan,SNAP_All_csv_Woodland____of_lan,SNAP_All_csv_Cemetery____of_lan,SNAP_All_csv_Residential,SNAP_All_csv_Mixed_Use___Commer,SNAP_All_csv_Mixed_Use___Indust,Institutional___Edu____Med_,SNAP_All_csv_Open_Space,SNAP_All_csv_Hillside,SNAP_All_csv_Special_Land_Use,SNAP_All_csv_Miles_of_Major_Roa,SNAP_All_csv_Total_Street_Miles,Street_Density__st__mi_area_sq_,SNAP_All_csv___Sets_of_Steps,SNAP_All_csv___Step_Treads,Res__Permit_Parking_Area_s_,Total_Working_Pop___Age_16____2,SNAP_All_csv_Commute_to_Work__D,SNAP_All_csv_Commute_to_Work__C,SNAP_All_csv_Commute_to_Work__P,SNAP_All_csv_Commute_to_Work__T,SNAP_All_csv_Commute_to_Work__M,SNAP_All_csv_Commute_to_Work__B,SNAP_All_csv_Commute_to_Work__W,SNAP_All_csv_Commute_to_Work__O,SNAP_All_csv_Work_at_Home__2010
27,58,42,3,250300,1,4.20E+11,Block Group 1,G5030,S,243738,0,40.4584905,-80.0120067,7703.44619,37,7218352,14371.736,38,2120,Central Northside,19,166.475,0.259,1,6,3,14371.73639,7218351.661,,Central Northside,3,12486,11538,9897,6492,4665,3723,3200,2923,-34.40%,-28.14%,-20.19%,-14.05%,-8.66%,0.96%,0.3,165.8,11285.7,12355.2,17.6,19.3,46.08%,0.79%,0.96%,49.23%,2.94%,2.70%,1.20%,15.97%,20.61%,41.78%,13.60%,6.83%,1992,1971,80.50%,19.50%,1522,43.80%,56.20%,4,97.00%,3.00%,0.00%,1.50%,1.50%,8.90%,15.10%,73.00%," 63,550 ","$80,473 ","$124,300 ",54.50%,"$59,247 ",117,16,14,0.70%,1522,1.30%,8.10%,15.20%,3.80%,4.60%,10.20%,9.90%,28.40%,10.10%,1.80%,6.50%,5483,5.40%,2.70%,2.00%,0.70%,0.20%,2.60%,4.00%,77.90%,0.70%,0.20%,3.50%,2248,11.90%,46.30%,8.00%,25.20%,8.60%,23920,33004,31775,35974,2824,694,24.60%,118,246,93,4,8.4,0,1,15,10,29,12,58,165.8,1802,1592,770,441,42.90%,45.60%,11.50%,56,2489462,17,4327738,86,11.20%,44,5.70%,8,160,10.10%,12.20%,0.00%,0.00%,559,0.9,0.50%,0.3,0.00%,2.20%,0.00%,60.80%,9.60%,14.50%,10.30%,0.10%,4.70%,0.00%,1.81,12.18,47,4,395,L,1514,47.90%,8.10%,19.70%,0.00%,0.00%,2.00%,18.10%,0.00%,4.20%
28,59,42,3,241200,2,4.20E+11,Block Group 2,G5030,S,172183,0,40.4600565,-79.9915198,7283.454921,14,7653279.5,21452.691,15,2097,Spring Garden,74,176.506,0.275,1,18,1,21452.69189,7653278.967,,Spring Garden,1,4357,3962,3426,3151,2134,1753,1254,884,-8.03%,-32.28%,-17.85%,-28.47%,-29.51%,0.29%,0.3,176,3214.5,4560,5,7.1,15.16%,0.90%,1.24%,79.52%,3.17%,2.30%,7.32%,8.78%,18.81%,52.27%,5.20%,7.61%,621,552,74.60%,25.40%,608,51.30%,48.70%,7,100.00%,0.00%,0.00%,1.80%,16.50%,0.00%,23.70%,58.10%," 29,800 ","$37,736 ","$48,000 ",27.20%,"$8,252 ",24,7,18,3.30%,668,6.70%,12.90%,1.90%,7.80%,3.30%,10.00%,6.40%,23.80%,10.60%,9.10%,7.30%,549,16.40%,29.10%,10.00%,3.60%,1.80%,0.70%,10.90%,7.30%,5.50%,9.10%,5.50%,1085,23.70%,66.80%,2.40%,5.60%,1.50%,30050,38418,39918,41876,1366,189,13.80%,36,61,30,4.1,6.9,0,0,2,7,10,3,9,176,794,688,514,242,3.90%,89.30%,6.70%,3,32000,0,0,46,8.90%,18,3.50%,15,161,23.40%,54.30%,0.00%,0.20%,48,14.2,8.10%,16.1,9.80%,36.60%,0.00%,37.30%,2.10%,11.90%,0.00%,2.90%,45.70%,0.00%,1.93,6.55,23.8,14,1053,None,638,41.40%,30.40%,6.70%,0.00%,0.00%,5.20%,12.50%,0.00%,3.80%
29,61,42,3,240600,2,4.20E+11,Block Group 2,G5030,S,495750,0,40.4611811,-79.9859947,14534.3786,20,10717292,20630.793,21,2103,Troy Hill,84,247.17,0.384,1,94,1,20630.79316,10717291.9,,Troy Hill,1,7319,6530,5141,4205,3251,2742,2540,2714,-18.21%,-22.69%,-15.66%,-7.37%,6.85%,0.89%,0.5,294.4,5900,5521.7,9.2,8.6,12.20%,3.98%,0.74%,81.21%,1.88%,1.80%,5.92%,14.93%,22.68%,38.41%,11.19%,6.87%,1415,1608,83.90%,16.10%,1335,55.70%,44.30%,3,100.00%,0.00%,0.30%,5.10%,0.00%,0.40%,6.40%,87.80%," 43,400 ","$54,957 ","$52,600 ",-4.30%,"$24,900 ",63,13,2,0.10%,1370,9.10%,11.40%,12.50%,0.50%,0.70%,17.80%,5.00%,16.10%,14.00%,1.80%,11.20%,2114,1.40%,64.30%,5.00%,1.90%,0.90%,5.00%,5.70%,6.40%,4.30%,0.20%,5.00%,1944,12.00%,59.20%,10.70%,12.70%,5.50%,28137,37057,37377,40392,2619,584,22.30%,163,176,91,6,6.5,1,0,19,10,46,12,27,294.4,1296,1217,1733,249,0.00%,98.30%,1.70%,11,90263,5,614826,90,5.20%,12,0.70%,17,99,8.10%,23.90%,0.00%,29.10%,75,8.4,2.80%,3.1,0.00%,7.50%,2.40%,29.30%,3.60%,18.20%,0.00%,10.70%,11.60%,26.60%,2.4,13.63,29.6,10,598,None,1370,65.00%,13.80%,9.90%,0.00%,0.00%,0.00%,8.50%,1.20%,1.60%
30,64,42,3,563200,3,4.20E+11,Block Group 3,G5030,S,315029,0,40.4572599,-79.9976543,11102.62869,38,6577919.5,14425.909,39,2121,East Allegheny,26,151.705,0.236,1,57,3,14425.91062,6577919.63,,East Allegheny,3,12971,11763,8763,5953,4420,3088,2635,2136,-32.07%,-25.75%,-30.14%,-14.67%,-18.94%,0.70%,0.2,151,9050.8,11165.3,14.1,17.4,30.10%,1.08%,1.69%,62.69%,4.45%,4.00%,4.33%,9.57%,23.38%,43.55%,13.44%,5.73%,1735,1577,79.40%,20.60%,1355,41.50%,58.50%,4,100.00%,0.00%,0.80%,1.40%,2.70%,6.10%,17.70%,71.30%," 36,700 ","$46,473 ","$77,100 ",65.90%,"$51,688 ",78,6,4,0.30%,1236,3.60%,5.60%,9.50%,0.00%,2.60%,13.60%,18.10%,22.80%,13.20%,3.20%,7.80%,915,1.60%,4.40%,19.70%,1.60%,0.00%,8.70%,14.20%,21.30%,10.40%,0.00%,18.00%,1892,17.40%,51.10%,11.70%,13.60%,6.20%,17267,28172,22938,30707,2425,538,22.20%,234,317,128,11,14.8,0,2,32,28,40,23,73,151,1305,1170,732,314,20.90%,67.90%,11.10%,32,891326,10,1891840,53,7.20%,26,3.60%,5,110,9.40%,11.10%,0.00%,0.00%,343,0.1,0.10%,0,0.00%,2.60%,0.00%,48.40%,13.30%,4.20%,0.00%,28.00%,6.10%,0.00%,7.59,16.94,71.8,4,487,F,1195,44.30%,12.20%,22.90%,0.00%,0.00%,0.90%,13.60%,0.80%,5.30%
31,71,42,3,101800,2,4.20E+11,Block Group 2,G5030,S,797007,0,40.4847864,-79.9385823,22835.10864,7,20492582,24387.818,8,2090,Stanton Heights,79,472.615,0.735,2,19,13,24387.81861,20492582.63,,Stanton Heights,13,4610,6024,8249,7679,6223,5085,4842,4601,-6.91%,-18.96%,-18.29%,-4.78%,-4.98%,1.51%,0.7,470.4,6259.9,6587.8,9.8,10.3,40.06%,0.87%,0.61%,55.88%,2.59%,1.40%,6.46%,14.09%,18.19%,39.51%,13.53%,8.22%,2142,2223,94.30%,5.70%,2115,81.90%,18.10%,10,100.00%,0.00%,1.00%,1.10%,0.60%,10.20%,55.80%,31.30%," 66,750 ","$84,526 ","$86,700 ",2.60%,"$80,710 ",78,24,1,0.00%,2513,3.90%,5.50%,11.40%,3.50%,2.20%,12.70%,10.10%,32.00%,5.30%,5.40%,8.00%,124,3.20%,0.00%,0.00%,3.20%,3.20%,12.10%,11.30%,52.40%,0.00%,3.20%,11.30%,3440,10.00%,46.50%,8.10%,21.90%,13.50%,44054,48949,58521,53354,4612,196,4.20%,67,88,67,1.5,1.9,0,1,3,4,20,12,7,470.4,2391,2249,2180,265,9.30%,90.00%,0.60%,26,129586,0,0,44,2.00%,2,0.10%,2,100,4.40%,18.00%,15.50%,0.00%,730,13.9,3.00%,3,6.80%,20.40%,0.00%,74.60%,1.40%,3.50%,0.00%,19.90%,0.60%,0.00%,2.16,20.53,27.9,11,762,None,2468,71.50%,11.90%,12.60%,0.30%,0.80%,1.90%,0.90%,0.00%,0.20%
32,72,42,3,60300,1,4.20E+11,Block Group 1,G5030,S,391220,0,40.4621267,-79.9609234,10355.07428,19,11984375,15396.965,20,2102,Lower Lawrenceville,48,276.392,0.43,2,19,13,15396.96497,11984374.88,,Lower Lawrenceville,13,9036,7899,5338,4536,3602,2650,2585,2341,-15.02%,-20.59%,-26.43%,-2.45%,-9.44%,0.77%,0.4,275.2,5444.2,6011.6,8.5,9.4,23.32%,2.52%,1.24%,70.44%,2.48%,1.30%,5.50%,12.49%,33.22%,28.90%,7.67%,12.22%,1448,1386,85.10%,14.90%,1294,30.60%,69.40%,2,93.60%,6.40%,1.80%,1.20%,5.30%,21.60%,16.00%,54.00%," 37,000 ","$46,853 ","$56,900 ",21.40%,"$65,000 ",63,9,11,0.80%,1281,3.50%,4.20%,9.60%,7.30%,5.30%,6.60%,8.00%,29.30%,9.10%,3.60%,13.50%,1840,12.00%,20.90%,6.80%,2.20%,0.80%,4.90%,3.80%,12.50%,3.30%,7.60%,25.30%,1908,17.10%,48.30%,7.70%,17.30%,9.60%,20547,22311,27295,24319,2606,1008,38.70%,107,126,80,4.6,5.4,0,2,6,9,29,16,21,275.2,1340,1242,757,249,6.60%,86.80%,6.60%,25,426205,11,565855,47,6.20%,12,1.60%,5,71,5.70%,4.70%,0.00%,29.90%,316,13.2,4.80%,5.7,0.00%,3.30%,0.00%,23.70%,10.90%,54.60%,0.00%,5.00%,5.80%,0.00%,2.15,12.73,29.6,0,0,None,1182,44.50%,10.80%,18.20%,0.00%,1.20%,7.50%,13.70%,0.00%,4.10%
33,73,42,3,80200,2,4.20E+11,Block Group 2,G5030,S,92307,0,40.4617308,-79.9522528,4036.163833,26,19572930,21206.189,27,2109,Bloomfield,10,451.405,0.702,2,94,12,21206.18969,19572929.54,,Bloomfield,12,20708,20074,16715,14411,11761,10405,9089,8442,-13.78%,-18.39%,-11.53%,-12.65%,-7.12%,2.76%,0.7,449.3,12025.6,12947.3,18.8,20.2,8.75%,6.42%,1.04%,81.57%,2.22%,2.60%,3.69%,8.65%,40.22%,27.47%,12.56%,7.40%,5432,5136,89.00%,11.00%,4924,36.70%,63.30%,3,99.60%,0.40%,1.10%,0.60%,1.40%,7.10%,16.80%,73.00%," 60,560 ","$76,687 ","$92,840 ",21.10%,"$99,250 ",118,18,12,0.20%,5227,3.00%,4.90%,8.70%,1.80%,3.60%,3.80%,8.60%,36.20%,16.30%,1.90%,11.20%,6799,2.30%,4.10%,12.50%,2.10%,1.90%,4.10%,4.50%,49.40%,10.10%,1.20%,7.90%,6671,11.20%,42.60%,8.60%,24.10%,13.50%,23831,30830,31658,33604,9192,1781,19.40%,453,371,296,5.4,4.4,0,3,45,20,70,36,42,449.3,3458,3308,3162,298,9.70%,89.60%,0.70%,43,414968,25,1736178,125,4.00%,7,0.20%,2,90,2.70%,8.10%,0.00%,0.00%,1035,4.7,1.10%,0.6,0.00%,0.50%,0.00%,58.10%,25.80%,6.90%,3.60%,1.70%,3.90%,0.00%,3.8,31.74,45.2,3,131,"H, R",5117,42.00%,9.30%,20.00%,0.00%,0.80%,6.40%,18.80%,0.00%,2.60%
34,74,42,3,290400,3,4.20E+11,Block Group 3,G5030,S,275844,0,40.384419,-79.9867635,11617.58797,91,46641072,40422.973,92,2174,Carrick,16,1075.67,1.673,4,19,5,40422.97432,46641073.97,,Carrick,5,16534,16530,16480,15855,12930,11625,10685,10113,-3.79%,-18.45%,-10.09%,-8.09%,-5.35%,3.31%,1.7,1070.7,6044.8,6386.7,9.4,10,9.61%,1.12%,0.61%,85.99%,2.67%,1.60%,5.84%,15.25%,16.55%,40.63%,12.37%,9.35%,5114,5041,88.20%,11.80%,4772,68.40%,31.60%,8,99.00%,1.00%,0.50%,0.70%,2.40%,12.60%,26.80%,56.90%," 53,233 ","$67,409 ","$66,900 ",-0.80%,"$40,250 ",150,68,49,1.00%,4917,5.10%,8.60%,13.00%,6.50%,3.90%,6.50%,10.70%,24.50%,8.60%,4.40%,8.20%,1948,5.10%,5.40%,23.40%,1.00%,1.30%,15.30%,3.30%,19.00%,13.10%,0.80%,12.30%,7615,16.60%,58.70%,10.20%,10.10%,4.40%,29721,37563,39481,40943,10435,1546,14.80%,453,539,355,4.5,5.3,1,2,49,28,118,48,58,1070.7,4660,4392,4801,469,0.20%,99.30%,0.50%,42,510399,14,14250090,293,6.10%,4,0.10%,8,218,5.00%,6.80%,91.80%,0.50%,595,37,3.50%,3.7,0.00%,12.00%,11.20%,65.20%,5.00%,3.20%,0.00%,26.40%,0.00%,0.20%,6.56,45.98,27.5,20,1193,None,4783,62.10%,10.30%,19.60%,0.00%,0.30%,0.00%,4.70%,0.00%,3.10%
35,75,42,3,981100,1,4.20E+11,Block Group 1,G5030,S,876833,0,40.4420424,-79.906331,14525.90163,53,27997334,25607.969,54,2136,Point Breeze,63,645.695,1.004,3,6,10,25607.96919,27997334.38,,Point Breeze,10,7681,7766,8057,7792,6464,5909,5665,5315,-3.29%,-17.04%,-8.59%,-4.13%,-6.18%,1.74%,1,642.6,5293.8,5642.4,8.3,8.8,4.65%,3.35%,0.92%,89.13%,1.96%,2.60%,5.23%,14.91%,18.77%,41.27%,11.77%,8.04%,2565,2483,95.10%,4.90%,2458,79.40%,20.60%,10,98.20%,1.80%,2.20%,0.50%,0.90%,7.20%,14.80%,74.40%," 164,000 ","$207,673 ","$240,300 ",15.70%,"$242,500 ",78,6,27,1.10%,3237,6.90%,7.20%,3.20%,1.20%,1.80%,7.40%,16.00%,42.70%,5.70%,2.40%,5.60%,1459,3.80%,2.00%,5.80%,1.40%,2.70%,1.70%,15.80%,27.10%,19.50%,1.70%,18.50%,4322,5.00%,23.20%,13.40%,25.90%,32.50%,71548,87802,95044,95704,5801,264,4.60%,116,72,68,2.2,1.4,0,0,6,3,29,4,13,642.6,2151,2110,2646,57,6.90%,92.80%,0.30%,49,1135932,5,492000,34,1.30%,0,0.00%,1,28,1.30%,3.80%,0.00%,0.00%,1092,54.8,8.50%,10.3,0.00%,7.60%,27.40%,60.50%,0.80%,0.00%,0.00%,38.60%,0.00%,0.00%,5.13,21.33,21.2,4,129,None,3177,64.60%,7.60%,15.80%,0.00%,0.00%,1.20%,3.90%,1.10%,5.80%
36,77,42,3,191100,2,4.20E+11,Block Group 2,G5030,S,884630,0,40.4386014,-80.0260996,13787.42504,60,17364276,19320.406,61,2143,Duquesne Heights,25,400.468,0.623,5,57,6,19320.40705,17364275.06,,Duquesne Heights,6,5077,5064,4696,4326,3605,2786,2696,2425,-7.88%,-16.67%,-22.72%,-3.23%,-10.05%,0.79%,0.6,398.7,3892.5,4327.4,6.1,6.8,2.85%,2.19%,0.41%,92.54%,2.02%,1.20%,0.91%,11.29%,23.58%,31.98%,19.27%,12.97%,1417,1393,88.70%,11.30%,1287,55.90%,44.10%,5,100.00%,0.00%,0.80%,0.50%,15.90%,15.30%,27.80%,39.80%," 66,200 ","$83,829 ","$100,500 ",19.90%,"$90,610 ",50,5,8,0.60%,1284,0.50%,11.10%,9.90%,8.60%,3.70%,7.20%,25.80%,13.90%,3.90%,9.20%,6.20%,764,30.10%,21.60%,7.90%,0.00%,0.50%,6.50%,5.90%,6.50%,13.10%,0.00%,7.90%,1887,8.50%,48.30%,7.90%,22.00%,13.30%,42708,44160,56733,48134,2320,331,14.30%,55,44,50,2.3,1.8,0,0,0,4,21,5,2,398.7,1844,1459,1115,275,6.00%,92.30%,1.70%,20,756091,2,524000,50,4.50%,5,0.40%,0,61,4.20%,41.50%,47.80%,3.10%,87,91.2,22.90%,37.6,16.60%,29.50%,0.00%,36.10%,1.40%,3.60%,0.00%,54.70%,0.10%,4.20%,4.08,14.05,22.6,12,529,None,1223,55.90%,16.30%,14.10%,0.00%,0.00%,0.00%,2.90%,1.70%,9.20%
37,83,42,3,141100,1,4.20E+11,Block Group 1,G5030,S,1226338,163168,40.4196414,-79.9075532,20791.54447,78,13379806,20826.32,79,2161,Swisshelm Park,82,308.575,0.48,3,57,10,20826.31924,13379806.34,,Swisshelm Park,10,1338,1486,2128,2041,1697,1540,1378,1361,-4.09%,-16.85%,-9.25%,-10.52%,-1.23%,0.45%,0.5,307.2,2835.4,2870.8,4.4,4.5,4.19%,3.16%,0.37%,90.08%,2.20%,2.30%,3.63%,13.75%,21.87%,34.90%,15.46%,10.40%,627,625,96.30%,3.70%,608,87.00%,13.00%,12,100.00%,0.00%,0.00%,0.00%,0.00%,16.40%,35.00%,48.60%," 82,000 ","$103,837 ","$108,600 ",4.60%,"$124,000 ",19,2,2,0.30%,717,5.60%,1.10%,9.30%,5.30%,2.10%,7.10%,10.70%,38.90%,12.00%,3.30%,4.50%,77,0.00%,5.20%,0.00%,13.00%,5.20%,0.00%,32.50%,5.20%,0.00%,13.00%,26.00%,1110,8.60%,38.60%,14.90%,26.20%,11.80%,53456,72500,71011,79025,1404,30,2.10%,28,14,12,2.1,1,0,0,0,0,4,2,0,307.2,755,713,769,95,11.70%,88.20%,0.10%,6,181741,0,0,6,0.80%,1,0.10%,0,17,2.40%,47.30%,0.00%,4.80%,109,36.5,11.90%,26.9,0.00%,31.20%,0.00%,64.70%,0.00%,6.90%,0.00%,28.40%,0.00%,0.00%,2.04,8.54,17.8,0,0,None,710,69.60%,16.90%,6.50%,0.00%,0.00%,3.10%,3.00%,0.00%,1.00%
38,84,42,3,110200,1,4.20E+11,Block Group 1,G5030,S,144791,0,40.4780209,-79.9195862,5475.128062,8,32419862,23264.563,9,2091,Highland Park,40,747.691,1.163,2,94,12,23264.5617,32419862.53,,Highland Park,12,8960,10239,9805,9223,8032,7029,6749,6395,-5.94%,-12.91%,-12.49%,-3.98%,-5.25%,2.09%,1.2,744.3,5498.7,5803.1,8.6,9.1,26.33%,3.41%,1.09%,66.51%,2.66%,2.90%,6.80%,11.77%,26.41%,38.64%,11.18%,5.19%,3396,3272,91.70%,8.30%,3259,53.60%,46.40%,4,98.70%,1.30%,0.00%,1.00%,0.80%,11.60%,21.80%,64.90%," 99,900 ","$126,503 ","$167,400 ",32.30%,"$159,000 ",83,18,12,0.40%,3874,0.70%,3.20%,9.20%,0.00%,2.10%,9.00%,10.90%,46.90%,6.80%,2.90%,8.20%,447,0.90%,2.20%,5.60%,0.90%,0.00%,3.10%,24.60%,19.00%,15.70%,15.70%,12.30%,5041,6.60%,25.50%,12.10%,23.90%,31.80%,42711,61455,56737,66985,6782,621,9.20%,182,165,140,2.8,2.6,1,0,14,8,25,20,45,744.3,2166,2098,2651,51,13.60%,85.80%,0.60%,45,513879,6,314500,80,3.00%,0,0.00%,0,47,2.20%,16.40%,0.00%,0.30%,1012,350.7,47.10%,54.8,0.00%,16.90%,0.00%,44.10%,0.90%,0.00%,0.00%,54.90%,0.00%,0.00%,5.73,27.15,23.3,3,66,None,3699,53.60%,12.10%,24.00%,0.00%,0.00%,1.90%,5.10%,1.00%,2.40%
39,86,42,3,101700,2,4.20E+11,Block Group 2,G5030,S,217979,0,40.4672423,-79.94337,6586.683658,17,12751163,14574.327,18,2100,Garfield,35,294.077,0.457,2,113,12,14574.32669,12751163.31,,Garfield,12,11133,11283,9455,10246,7536,6327,5450,3675,8.37%,-26.45%,-16.04%,-13.86%,-32.57%,1.20%,0.5,292.5,8041.6,11925.6,12.6,18.6,80.08%,2.64%,0.84%,13.55%,2.88%,1.40%,2.14%,31.66%,18.53%,31.69%,12.15%,3.84%,2581,1971,76.90%,23.10%,1743,46.70%,53.30%,5,100.00%,0.00%,6.10%,3.50%,4.80%,4.00%,24.60%,57.00%," 34,033 ","$43,096 ","$60,300 ",39.90%,"$7,839 ",93,21,15,0.80%,1489,5.20%,5.40%,9.40%,5.30%,0.00%,8.80%,5.00%,35.80%,8.00%,8.00%,9.10%,600,7.50%,3.30%,8.30%,0.70%,0.70%,10.00%,0.00%,30.00%,11.70%,8.80%,19.00%,2424,19.00%,54.60%,10.50%,10.00%,5.90%,20298,20937,26964,22821,4166,1852,44.50%,182,213,159,5,5.8,2,1,14,11,50,35,39,292.5,2309,1830,1300,835,5.00%,84.20%,10.70%,63,6748494,11,381182,128,9.80%,20,1.50%,25,500,27.30%,2.40%,19.40%,0.00%,335,8.6,2.90%,2.3,0.00%,9.00%,0.00%,88.40%,6.60%,0.00%,0.00%,0.00%,5.00%,0.00%,1.25,16.47,36,13,962,None,1472,44.50%,6.50%,27.20%,2.30%,0.00%,1.60%,13.60%,0.00%,4.20%
